index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Price_Normalized,Is_Morning_Flight,Is_International,Route_ID
4452,Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,24h 55m,1,In-flight meal not included,9663,1495,0.12489503823059213,True,False,Kolkata_Banglore
4453,GoAir,2019-05-18,Kolkata,Banglore,23:30:00,8h 15m,1,No info,7335,495,-0.3799452736566399,False,False,Kolkata_Banglore
4454,SpiceJet,2019-05-18,Mumbai,Hyderabad,22:45:00,1h 30m,0,No info,2017,90,-1.5331844397289336,False,False,Mumbai_Hyderabad
4455,IndiGo,2019-05-18,Kolkata,Banglore,18:05:00,5h 25m,1,No info,6704,325,-0.5167812860281362,False,False,Kolkata_Banglore
4456,Multiple carriers,2019-05-18,Delhi,Cochin,11:40:00,7h 20m,1,No info,10529,440,0.3126921645597772,True,False,Delhi_Cochin
4457,Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,23h 10m,2,No info,15129,1390,1.3102288633060262,False,False,Delhi_Cochin
4458,IndiGo,2019-05-18,Kolkata,Banglore,14:25:00,2h 30m,0,No info,5224,150,-0.837727876059538,False,False,Kolkata_Banglore
4459,SpiceJet,2019-05-18,Kolkata,Banglore,17:10:00,2h 30m,0,No check-in baggage included,3841,150,-1.1376394530956384,False,False,Kolkata_Banglore
4460,Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,10h 35m,1,No info,14781,635,1.2347630434878316,True,False,Kolkata_Banglore
4461,SpiceJet,2019-05-18,Delhi,Cochin,15:45:00,6h 20m,1,No info,7317,380,-0.3838486781299948,False,False,Delhi_Cochin
4462,Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,16h 45m,1,In-flight meal not included,12373,1005,0.7125742672745778,False,False,Delhi_Cochin
4463,Air India,2019-05-18,Kolkata,Banglore,16:50:00,12h 45m,2,No info,11642,765,0.5540526744955544,False,False,Kolkata_Banglore
4464,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,12h 55m,1,In-flight meal not included,8586,775,-0.10865866275847527,False,False,Kolkata_Banglore
4465,Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,7h 20m,2,In-flight meal not included,19644,440,2.289332818705877,True,False,Delhi_Cochin
4466,Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,5h 45m,1,No info,14781,345,1.2347630434878316,False,False,Kolkata_Banglore
4467,Jet Airways,2019-05-18,Mumbai,Hyderabad,07:05:00,1h 25m,0,No info,5678,85,-0.7392753410093648,True,False,Mumbai_Hyderabad
4468,Multiple carriers,2019-05-18,Delhi,Cochin,08:30:00,10h 45m,1,No info,7887,645,-0.26024086980709005,True,False,Delhi_Cochin
4469,Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,7h 30m,1,No info,15554,450,1.4023925800380164,True,False,Delhi_Cochin
4470,Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,8h 40m,1,No info,13941,520,1.0526041680646034,False,False,Kolkata_Banglore
4471,IndiGo,2019-05-18,Delhi,Cochin,05:10:00,4h 55m,1,No info,7580,295,-0.3268156016581984,True,False,Delhi_Cochin
4472,Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,9h 10m,1,In-flight meal not included,12373,550,0.7125742672745778,False,False,Delhi_Cochin
4473,Jet Airways,2019-05-18,Delhi,Cochin,14:35:00,13h 50m,2,In-flight meal not included,13848,830,1.0324365782856033,False,False,Delhi_Cochin
4474,Multiple carriers,2019-05-18,Delhi,Cochin,10:00:00,11h,1,In-flight meal not included,9275,660,0.04075498624938679,True,False,Delhi_Cochin
4475,Jet Airways,2019-05-18,Banglore,Delhi,15:15:00,2h 55m,0,No info,7229,175,-0.4029319888886187,False,False,Banglore_Delhi
4476,Air Asia,2019-05-18,Banglore,Delhi,23:55:00,2h 50m,0,No info,4483,170,-0.9984180268793141,False,False,Banglore_Delhi
4477,IndiGo,2019-05-18,Banglore,Delhi,20:00:00,2h 50m,0,No info,4823,170,-0.9246870534937218,False,False,Banglore_Delhi
4478,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,7h 30m,1,No info,13941,450,1.0526041680646034,False,False,Kolkata_Banglore
4479,SpiceJet,2019-05-18,Kolkata,Banglore,11:15:00,7h 15m,1,No info,10944,435,0.4026873232510149,True,False,Kolkata_Banglore
4480,IndiGo,2019-05-18,Delhi,Cochin,15:10:00,4h 50m,1,No info,6496,290,-0.5618872932757927,False,False,Delhi_Cochin
4481,Air India,2019-05-18,Kolkata,Banglore,09:25:00,8h 55m,2,No info,8366,535,-0.15636693965503498,True,False,Kolkata_Banglore
4482,Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,17h 20m,1,In-flight meal not included,12373,1040,0.7125742672745778,False,False,Delhi_Cochin
4483,Air India,2019-05-18,Delhi,Cochin,12:55:00,30h 20m,2,No info,13696,1820,0.999474496066162,False,False,Delhi_Cochin
4484,Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,11h,1,In-flight meal not included,12373,660,0.7125742672745778,True,False,Delhi_Cochin
4485,Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,15h,2,No info,16704,900,1.6517767547245787,False,False,Delhi_Cochin
4486,Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,26h 55m,2,No info,15129,1615,1.3102288633060262,True,False,Delhi_Cochin
4487,Jet Airways,2019-05-18,Banglore,Delhi,06:00:00,2h 45m,0,No info,7229,165,-0.4029319888886187,True,False,Banglore_Delhi
4488,Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,24h 40m,1,No info,14151,1480,1.0981438869204105,False,False,Kolkata_Banglore
4489,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,7h 30m,1,In-flight meal not included,8586,450,-0.10865866275847527,False,False,Kolkata_Banglore
4490,Air India,2019-05-18,Delhi,Cochin,19:45:00,23h 30m,2,No info,10651,1410,0.33914857265696036,False,False,Delhi_Cochin
4491,Air India,2019-05-18,Delhi,Cochin,10:55:00,8h 20m,2,No info,13486,500,0.953934777210355,True,False,Delhi_Cochin
4492,Air India,2019-05-18,Kolkata,Banglore,08:20:00,12h 5m,2,No info,12534,725,0.7474880517306965,True,False,Kolkata_Banglore
4493,Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,12h 20m,1,In-flight meal not included,10844,740,0.38100174284348776,True,False,Kolkata_Banglore
4494,Air India,2019-05-18,Kolkata,Banglore,09:25:00,12h 25m,1,No info,8366,745,-0.15636693965503498,True,False,Kolkata_Banglore
4495,Multiple carriers,2019-05-18,Delhi,Cochin,09:45:00,6h 25m,1,No info,9646,385,0.12120848956131251,True,False,Delhi_Cochin
4496,Multiple carriers,2019-05-18,Delhi,Cochin,11:25:00,7h 50m,1,No info,7997,470,-0.23638673135881016,True,False,Delhi_Cochin
4497,Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,21h 35m,1,In-flight meal not included,12373,1295,0.7125742672745778,False,False,Delhi_Cochin
4498,Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,29h 35m,2,No info,16704,1775,1.6517767547245787,False,False,Delhi_Cochin
4499,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,12h 10m,1,No info,14388,730,1.14953871248625,False,False,Kolkata_Banglore
4500,Air India,2019-05-18,Kolkata,Banglore,12:00:00,25h 15m,1,No info,7662,1515,-0.30903342572402615,False,False,Kolkata_Banglore
4501,IndiGo,2019-05-18,Delhi,Cochin,02:00:00,5h 25m,1,No info,7464,325,-0.3519708749309299,False,False,Delhi_Cochin
4502,Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,7h 5m,2,No info,16274,425,1.5585287589722119,True,False,Delhi_Cochin
4503,Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,22h 55m,2,In-flight meal not included,13029,1375,0.854831674747956,True,False,Delhi_Cochin
4504,Multiple carriers,2019-05-18,Delhi,Cochin,12:50:00,8h 10m,1,No info,7670,490,-0.30729857929142396,False,False,Delhi_Cochin
4505,Air India,2019-05-18,Kolkata,Banglore,17:30:00,26h 55m,1,No info,10623,1615,0.3330766101428528,False,False,Kolkata_Banglore
4506,Multiple carriers,2019-05-18,Delhi,Cochin,11:30:00,14h,1,No info,13727,840,1.0061970259924955,True,False,Delhi_Cochin
4507,Multiple carriers,2019-05-18,Delhi,Cochin,13:00:00,6h 15m,1,No info,14533,375,1.1809828040771642,False,False,Delhi_Cochin
4508,Multiple carriers,2019-05-18,Delhi,Cochin,03:50:00,8h 45m,1,No info,10197,525,0.2406960376067871,False,False,Delhi_Cochin
4509,GoAir,2019-05-18,Banglore,Delhi,11:40:00,2h 50m,0,No info,4340,170,-1.029428406862078,True,False,Banglore_Delhi
4510,Air Asia,2019-05-18,Kolkata,Banglore,22:50:00,2h 30m,0,No info,4409,150,-1.0144653563808843,False,False,Kolkata_Banglore
4511,Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,9h 45m,1,In-flight meal not included,8586,585,-0.10865866275847527,False,False,Kolkata_Banglore
4512,Vistara,2019-05-18,Kolkata,Banglore,17:00:00,25h 50m,1,No info,9555,1550,0.10147461139046281,False,False,Kolkata_Banglore
4513,IndiGo,2019-05-18,Mumbai,Hyderabad,12:00:00,1h 30m,0,No info,2754,90,-1.3733617121254587,False,False,Mumbai_Hyderabad
4514,IndiGo,2019-05-18,Delhi,Cochin,05:35:00,3h 15m,0,No info,6015,195,-0.6661949350359982,True,False,Delhi_Cochin
4515,Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,27h 35m,1,In-flight meal not included,10844,1655,0.38100174284348776,False,False,Kolkata_Banglore
4516,SpiceJet,2019-05-18,Banglore,Delhi,09:30:00,2h 50m,0,No info,4423,170,-1.0114293751238306,True,False,Banglore_Delhi
4517,Vistara,2019-05-18,Kolkata,Banglore,07:10:00,16h 15m,1,No info,9345,975,0.05593489253465579,True,False,Kolkata_Banglore
4518,Air Asia,2019-05-18,Delhi,Cochin,16:45:00,14h 25m,1,No info,7353,865,-0.376041869183285,False,False,Delhi_Cochin
4519,Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,16h 45m,1,No info,15554,1005,1.4023925800380164,False,False,Delhi_Cochin
4520,Jet Airways,2019-05-18,Banglore,Delhi,08:20:00,3h,0,In-flight meal not included,6144,180,-0.6382205363102882,True,False,Banglore_Delhi
4521,SpiceJet,2019-05-18,Kolkata,Banglore,15:05:00,5h 15m,1,No info,4963,315,-0.8943272409231838,False,False,Kolkata_Banglore
4522,Air India,2019-05-18,Kolkata,Banglore,12:00:00,9h 50m,2,No info,10151,590,0.2307206706193246,False,False,Kolkata_Banglore
4523,Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,6h 35m,1,No info,9794,395,0.15330314856445268,True,False,Delhi_Cochin
4524,Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,13h 20m,1,No info,14781,800,1.2347630434878316,False,False,Kolkata_Banglore
4525,Jet Airways,2019-05-18,Delhi,Cochin,22:50:00,5h 35m,1,In-flight meal not included,12373,335,0.7125742672745778,False,False,Delhi_Cochin
4526,IndiGo,2019-05-18,Mumbai,Hyderabad,20:05:00,1h 35m,0,No info,2227,95,-1.4876447208731267,False,False,Mumbai_Hyderabad
4527,Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,26h 55m,2,No info,15129,1615,1.3102288633060262,True,False,Delhi_Cochin
4528,Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,14h 25m,1,In-flight meal not included,9663,865,0.12489503823059213,False,False,Kolkata_Banglore
4529,SpiceJet,2019-05-18,Chennai,Kolkata,17:45:00,2h 20m,0,No check-in baggage included,3543,140,-1.2022624827100694,False,False,Chennai_Kolkata
4530,Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,15h 40m,1,In-flight meal not included,12373,940,0.7125742672745778,False,False,Delhi_Cochin
4531,Vistara,2019-05-18,Banglore,Delhi,17:00:00,2h 35m,0,No info,4878,155,-0.9127599842695819,False,False,Banglore_Delhi
4532,Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,5h,1,No info,15554,300,1.4023925800380164,False,False,Delhi_Cochin
4533,Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,20h 20m,1,In-flight meal not included,10844,1220,0.38100174284348776,False,False,Kolkata_Banglore
4534,SpiceJet,2019-05-18,Banglore,Delhi,05:55:00,2h 40m,0,No check-in baggage included,3573,160,-1.1957568085878112,True,False,Banglore_Delhi
4535,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,11h 5m,1,In-flight meal not included,8586,665,-0.10865866275847527,False,False,Kolkata_Banglore
4536,Air India,2019-05-18,Delhi,Cochin,20:30:00,26h 30m,1,No info,8907,1590,-0.03904794965031312,False,False,Delhi_Cochin
4537,Air India,2019-05-18,Kolkata,Banglore,09:25:00,9h 5m,1,No info,8576,545,-0.11082722079922798,True,False,Kolkata_Banglore
4538,Air Asia,2019-05-18,Delhi,Cochin,07:55:00,5h 30m,1,No info,8759,330,-0.0711426086534533,True,False,Delhi_Cochin
4539,IndiGo,2019-05-18,Delhi,Cochin,10:35:00,10h 25m,1,No info,7503,625,-0.34351349857199426,True,False,Delhi_Cochin
4540,Air India,2019-05-18,Delhi,Cochin,10:55:00,20h 45m,2,No info,13486,1245,0.953934777210355,True,False,Delhi_Cochin
4541,Multiple carriers,2019-05-18,Delhi,Cochin,07:10:00,9h,1,No info,7038,540,-0.4443514474669955,True,False,Delhi_Cochin
4542,Jet Airways,2019-05-18,Banglore,Delhi,11:10:00,2h 55m,0,In-flight meal not included,5198,175,-0.8433661269654951,True,False,Banglore_Delhi
4543,IndiGo,2019-05-18,Kolkata,Banglore,08:10:00,4h 50m,1,No info,5279,290,-0.825800806835398,True,False,Kolkata_Banglore
4544,Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20h,1,No info,14388,1200,1.14953871248625,False,False,Kolkata_Banglore
4545,Vistara,2019-05-18,Kolkata,Banglore,20:20:00,14h 25m,1,No info,9187,865,0.021671675490762897,False,False,Kolkata_Banglore
4546,Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,11h 55m,1,No info,15554,715,1.4023925800380164,True,False,Delhi_Cochin
4547,Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,13h 30m,2,No info,15129,810,1.3102288633060262,True,False,Delhi_Cochin
4548,Air India,2019-05-18,Kolkata,Banglore,20:45:00,2h 35m,0,No info,4880,155,-0.9123262726614314,False,False,Kolkata_Banglore
4549,IndiGo,2019-05-18,Delhi,Cochin,15:00:00,10h 30m,1,No info,7503,630,-0.34351349857199426,False,False,Delhi_Cochin
4550,Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,13h 15m,1,No info,8476,795,-0.13251280120675513,True,False,Delhi_Cochin
4551,Air India,2019-05-18,Delhi,Cochin,03:50:00,15h 25m,1,No info,8879,925,-0.04511991216442072,False,False,Delhi_Cochin
4552,Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,13h 30m,2,No info,15129,810,1.3102288633060262,False,False,Delhi_Cochin
4553,IndiGo,2019-05-18,Kolkata,Banglore,15:15:00,4h 50m,1,No info,4775,290,-0.935096132089335,False,False,Kolkata_Banglore
4554,Air India,2019-05-18,Kolkata,Banglore,12:00:00,30h 30m,2,No info,10361,1830,0.27626038947513165,False,False,Kolkata_Banglore
4555,Multiple carriers,2019-05-18,Delhi,Cochin,06:40:00,12h 35m,1,No info,7564,755,-0.3302852945234027,True,False,Delhi_Cochin
4556,Jet Airways,2019-05-18,Banglore,Delhi,15:15:00,2h 55m,0,In-flight meal not included,4544,175,-0.9851898228307227,False,False,Banglore_Delhi
4557,Air India,2019-05-18,Delhi,Cochin,09:00:00,22h 40m,1,No info,8372,1360,-0.15506580483058335,True,False,Delhi_Cochin
4558,Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,2h 30m,0,No info,5989,150,-0.6718331859419553,False,False,Kolkata_Banglore
4559,SpiceJet,2019-05-18,Mumbai,Hyderabad,22:45:00,1h 30m,0,No check-in baggage included,1965,90,-1.5444609415408477,False,False,Mumbai_Hyderabad
4560,Air India,2019-05-18,Kolkata,Banglore,16:50:00,12h 45m,2,No info,11642,765,0.5540526744955544,False,False,Kolkata_Banglore
4561,SpiceJet,2019-05-18,Kolkata,Banglore,15:55:00,5h 30m,1,No info,8224,330,-0.18716046383372353,False,False,Kolkata_Banglore
4562,Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,27h 35m,1,No info,14388,1655,1.14953871248625,True,False,Kolkata_Banglore
4563,Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,19h 5m,1,In-flight meal not included,12373,1145,0.7125742672745778,False,False,Delhi_Cochin
4564,SpiceJet,2019-05-18,Chennai,Kolkata,09:45:00,2h 15m,0,No check-in baggage included,3543,135,-1.2022624827100694,True,False,Chennai_Kolkata
4565,IndiGo,2019-05-18,Kolkata,Banglore,06:20:00,4h,1,No info,4226,240,-1.0541499685266589,True,False,Kolkata_Banglore
4566,Air India,2019-05-18,Kolkata,Banglore,08:20:00,13h 30m,2,No info,10697,810,0.34912393964442284,True,False,Kolkata_Banglore
4567,IndiGo,2019-05-18,Kolkata,Banglore,17:15:00,2h 35m,0,No info,4804,155,-0.928807313771152,False,False,Kolkata_Banglore
4568,Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,6h,1,In-flight meal not included,12373,360,0.7125742672745778,False,False,Delhi_Cochin
4569,Air India,2019-05-18,Kolkata,Banglore,09:25:00,22h 30m,1,No info,8366,1350,-0.15636693965503498,True,False,Kolkata_Banglore
4570,Jet Airways,2019-05-18,Banglore,Delhi,19:50:00,3h,0,In-flight meal not included,5198,180,-0.8433661269654951,False,False,Banglore_Delhi
4571,Multiple carriers,2019-05-18,Delhi,Cochin,12:50:00,12h 40m,1,No info,7670,760,-0.30729857929142396,False,False,Delhi_Cochin
4572,Air India,2019-05-18,Delhi,Cochin,17:40:00,5h 20m,1,No info,8277,320,-0.17566710621773415,False,False,Delhi_Cochin
4573,Air Asia,2019-05-18,Kolkata,Banglore,07:35:00,11h 50m,1,No info,5192,710,-0.8446672617899467,True,False,Kolkata_Banglore
4574,Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,16h 50m,1,In-flight meal not included,12373,1010,0.7125742672745778,False,False,Delhi_Cochin
4575,SpiceJet,2019-05-18,Delhi,Cochin,06:05:00,5h 15m,1,No info,6297,315,-0.6050415982867717,True,False,Delhi_Cochin
4576,IndiGo,2019-05-18,Chennai,Kolkata,14:45:00,2h 20m,0,No info,3858,140,-1.1339529044263588,False,False,Chennai_Kolkata
4577,Air India,2019-05-18,Mumbai,Hyderabad,13:55:00,1h 30m,0,No info,3100,90,-1.2983296039154146,False,False,Mumbai_Hyderabad
4578,Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,12h 10m,1,No info,13941,730,1.0526041680646034,False,False,Kolkata_Banglore
4579,Air India,2019-05-18,Delhi,Cochin,19:45:00,23h 30m,2,No info,10651,1410,0.33914857265696036,False,False,Delhi_Cochin
4580,Jet Airways,2019-05-18,Delhi,Cochin,22:50:00,20h 10m,1,No info,15554,1210,1.4023925800380164,False,False,Delhi_Cochin
4581,IndiGo,2019-05-18,Delhi,Cochin,08:35:00,7h 35m,1,No info,6442,455,-0.5735975066958573,True,False,Delhi_Cochin
4582,Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,6h 40m,1,In-flight meal not included,10844,400,0.38100174284348776,False,False,Kolkata_Banglore
4583,Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,25h 20m,1,No info,14151,1520,1.0981438869204105,True,False,Kolkata_Banglore
4584,Vistara,2019-05-18,Kolkata,Banglore,17:00:00,27h 20m,1,No info,9555,1640,0.10147461139046281,False,False,Kolkata_Banglore
4585,Air India,2019-05-18,Delhi,Cochin,09:45:00,23h 40m,1,No info,8372,1420,-0.15506580483058335,True,False,Delhi_Cochin
4586,Air India,2019-05-18,Delhi,Cochin,07:05:00,26h 20m,2,No info,10975,1580,0.4094098531773483,True,False,Delhi_Cochin
4587,Multiple carriers,2019-05-18,Delhi,Cochin,09:00:00,12h,1,No info,13727,720,1.0061970259924955,True,False,Delhi_Cochin
4588,IndiGo,2019-05-18,Banglore,Delhi,08:30:00,2h 50m,0,No info,4823,170,-0.9246870534937218,True,False,Banglore_Delhi
4589,Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,29h 20m,2,No info,15129,1760,1.3102288633060262,False,False,Delhi_Cochin
4590,Air Asia,2019-05-18,Kolkata,Banglore,06:50:00,3h 40m,1,No info,6857,220,-0.48360234800461965,True,False,Kolkata_Banglore
4591,Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,3h 35m,1,No info,6857,215,-0.48360234800461965,False,False,Kolkata_Banglore
4592,GoAir,2019-05-18,Kolkata,Banglore,16:40:00,7h 35m,1,No info,10586,455,0.3250529453920677,False,False,Kolkata_Banglore
4593,Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,13h,1,No info,9794,780,0.15330314856445268,True,False,Delhi_Cochin
4594,Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,12h 55m,1,No info,13941,775,1.0526041680646034,False,False,Kolkata_Banglore
4595,Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,26h 55m,2,In-flight meal not included,13029,1615,0.854831674747956,True,False,Delhi_Cochin
4596,Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,9h 35m,1,In-flight meal not included,12384,575,0.7149596811194059,True,False,Kolkata_Banglore
4597,Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,9h,1,No info,15554,540,1.4023925800380164,True,False,Delhi_Cochin
4598,Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,15h 45m,1,In-flight meal not included,8586,945,-0.10865866275847527,False,False,Kolkata_Banglore
4599,Multiple carriers,2019-05-18,Delhi,Cochin,11:40:00,7h 35m,1,No info,9211,455,0.026876214788569414,True,False,Delhi_Cochin
4600,Air India,2019-05-18,Delhi,Cochin,16:40:00,26h 35m,2,No info,9863,1595,0.16826619904564644,False,False,Delhi_Cochin
4601,Air India,2019-05-18,Kolkata,Banglore,19:00:00,16h 5m,1,No info,6327,965,-0.5985359241645135,False,False,Kolkata_Banglore
4602,Multiple carriers,2019-05-18,Delhi,Cochin,11:30:00,9h 30m,1,No info,13727,570,1.0061970259924955,True,False,Delhi_Cochin
4603,Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,23h 45m,1,In-flight meal not included,12373,1425,0.7125742672745778,False,False,Delhi_Cochin
4604,Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,9h 50m,1,In-flight meal not included,10844,590,0.38100174284348776,True,False,Kolkata_Banglore
4605,Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,26h 30m,1,In-flight meal not included,8586,1590,-0.10865866275847527,True,False,Kolkata_Banglore
4606,IndiGo,2019-05-18,Mumbai,Hyderabad,06:25:00,1h 30m,0,No info,4392,90,-1.018151905050164,True,False,Mumbai_Hyderabad
4607,Vistara,2019-05-18,Banglore,Delhi,07:00:00,2h 40m,0,No info,4878,160,-0.9127599842695819,True,False,Banglore_Delhi
4608,SpiceJet,2019-05-18,Kolkata,Banglore,17:10:00,2h 30m,0,No info,4174,150,-1.065426470338573,False,False,Kolkata_Banglore
4609,Air India,2019-05-18,Delhi,Cochin,22:00:00,21h 15m,2,No info,11228,1275,0.464274371608392,False,False,Delhi_Cochin
4610,IndiGo,2019-05-18,Delhi,Cochin,08:30:00,12h 30m,1,No info,7081,750,-0.4350266478917589,True,False,Delhi_Cochin
4611,IndiGo,2019-05-18,Delhi,Cochin,16:10:00,6h 20m,1,No info,7640,380,-0.31380425341368207,False,False,Delhi_Cochin
4612,IndiGo,2019-05-18,Delhi,Cochin,20:25:00,5h 5m,1,No info,6069,305,-0.6544847216159336,False,False,Delhi_Cochin
4613,Air India,2019-05-18,Banglore,Delhi,10:00:00,2h 45m,0,No info,6961,165,-0.4610493443807914,True,False,Banglore_Delhi
4614,Air India,2019-05-18,Delhi,Cochin,22:00:00,21h 15m,2,No info,10441,1275,0.29360885380115337,False,False,Delhi_Cochin
4615,Jet Airways,2019-05-18,Banglore,Delhi,17:45:00,3h,0,No info,7229,180,-0.4029319888886187,False,False,Banglore_Delhi
4616,IndiGo,2019-05-18,Delhi,Cochin,14:25:00,3h 15m,0,No info,6015,195,-0.6661949350359982,False,False,Delhi_Cochin
4617,Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,14h 5m,1,No info,14781,845,1.2347630434878316,True,False,Kolkata_Banglore
4618,Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,25h 45m,1,In-flight meal not included,10844,1545,0.38100174284348776,False,False,Kolkata_Banglore
4619,Air India,2019-05-21,Delhi,Cochin,17:15:00,26h,2,No info,11972,1560,0.6256150898403939,False,False,Delhi_Cochin
4620,Air India,2019-05-21,Chennai,Kolkata,11:40:00,2h 15m,0,No info,4667,135,-0.9585165589294642,True,False,Chennai_Kolkata
4621,Air India,2019-05-21,Kolkata,Banglore,08:20:00,13h 30m,2,No info,10697,810,0.34912393964442284,True,False,Kolkata_Banglore
4622,Vistara,2019-05-21,Banglore,Delhi,07:00:00,2h 40m,0,No info,4668,160,-0.9582997031253889,True,False,Banglore_Delhi
4623,Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,28h 50m,1,In-flight meal not included,9314,1730,0.049212362608322374,True,False,Kolkata_Banglore
4624,IndiGo,2019-05-21,Mumbai,Hyderabad,06:25:00,1h 30m,0,No info,4049,90,-1.092533445847982,True,False,Mumbai_Hyderabad
4625,Jet Airways,2019-05-21,Delhi,Cochin,23:05:00,19h 55m,2,No info,15129,1195,1.3102288633060262,False,False,Delhi_Cochin
4626,IndiGo,2019-05-21,Delhi,Cochin,18:35:00,6h 55m,1,No info,7006,415,-0.4512908331974042,False,False,Delhi_Cochin
4627,Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,5h 30m,1,In-flight meal not included,12898,330,0.8264235644140954,True,False,Delhi_Cochin
4628,Vistara,2019-05-21,Banglore,Delhi,17:00:00,2h 35m,0,No info,4878,155,-0.9127599842695819,False,False,Banglore_Delhi
4629,Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,26h 55m,2,In-flight meal not included,13029,1615,0.854831674747956,True,False,Delhi_Cochin
4630,Multiple carriers,2019-05-21,Delhi,Cochin,07:05:00,11h 5m,1,No info,9646,665,0.12120848956131251,True,False,Delhi_Cochin
4631,Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,5h 30m,1,In-flight meal not included,9663,330,0.12489503823059213,True,False,Kolkata_Banglore
4632,Multiple carriers,2019-05-21,Delhi,Cochin,17:15:00,7h 40m,1,No info,7858,460,-0.2665296881252729,False,False,Delhi_Cochin
4633,Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,10h 55m,1,In-flight meal not included,12898,655,0.8264235644140954,False,False,Delhi_Cochin
4634,Air India,2019-05-21,Delhi,Cochin,17:40:00,14h 35m,1,No info,8151,875,-0.20299093753121836,False,False,Delhi_Cochin
4635,SpiceJet,2019-05-21,Banglore,Delhi,09:30:00,2h 50m,0,No check-in baggage included,3573,170,-1.1957568085878112,True,False,Banglore_Delhi
4636,Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,23h 50m,2,No info,15129,1430,1.3102288633060262,False,False,Delhi_Cochin
4637,Air India,2019-05-21,Kolkata,Banglore,12:00:00,30h 30m,2,No info,10151,1830,0.2307206706193246,False,False,Kolkata_Banglore
4638,Air India,2019-05-21,Kolkata,Banglore,12:00:00,25h 15m,1,No info,7662,1515,-0.30903342572402615,False,False,Kolkata_Banglore
